index	batch	Desorb.Start.Time	verdict	sample	file1	file2	file3	file4	file5	file6	file7	file8	file9	type	plantid	sampledate	rundate	other	vial
703	maxfield210712.txt	2021-07-13T08:48:18Z		5B289_200729_7122021_28	5B289	200729	7122021	28						floral	5B289	200729	7122021		
704	maxfield210712.txt	2021-07-13T09:19:21Z		5B299_200729_7122021_29	5B299	200729	7122021	29						floral	5B299	200729	7122021		
705	maxfield210712.txt	2021-07-13T09:50:21Z		5B296_200729_7122021_30	5B296	200729	7122021	30						floral	5B296	200729	7122021		
706	maxfield210712.txt	2021-07-13T10:21:18Z		5C217_200729_7122021_31	5C217	200729	7122021	31						floral	5C217	200729	7122021		
707	maxfield210712.txt	2021-07-13T10:52:54Z		5C683_200729_7122021_32	5C683	200729	7122021	32						floral	5C683	200729	7122021		
708	maxfield210712.txt	2021-07-13T11:23:23Z		5C207_200729_7122021_33	5C207	200729	7122021	33						floral	5C207	200729	7122021		
709	maxfield210712.txt	2021-07-13T11:54:07Z		5C208_200729_7122021_34	5C208	200729	7122021	34						floral	5C208	200729	7122021		
710	maxfield210712.txt	2021-07-13T12:24:51Z		5Bair_200729_7122021_35	5Bair	200729	7122021	35						ambient	5Bair	200729	7122021		
711	maxfield210712.txt	2021-07-13T12:55:27Z		tubeblank_7122021_36	tubeblank	7122021	36												
712		2021-07-14T00:01:10Z		Blank1_7132021_01	Blank1	7132021	01												
713		2021-07-14T00:19:31Z		Blank1_7132021_01	Blank1	7132021	01												
728		2021-07-14T05:09:40Z		2A285_200701_7132021_02	2A285	200701	7132021	02							2A285	200701	7132021		
729		2021-07-14T05:40:31Z		2B138_200701_7132021_03	2B138	200701	7132021	03							2B138	200701	7132021		
730		2021-07-14T06:11:25Z		3A125_200701_7132021_04	3A125	200701	7132021	04							3A125	200701	7132021		
731		2021-07-14T06:42:19Z		3A278_200701_7132021_05	3A278	200701	7132021	05							3A278	200701	7132021		
732		2021-07-14T07:13:09Z		3B603_200701_7132021_06	3B603	200701	7132021	06							3B603	200701	7132021		
733		2021-07-14T07:44:00Z		5B16_200701_7132021_07	5B16	200701	7132021	07							5B16	200701	7132021		
734		2021-07-14T08:14:45Z		5D242_200701_7132021_08	5D242	200701	7132021	08							5D242	200701	7132021		
735		2021-07-14T08:45:21Z		5A185_200701_7132021_09	5A185	200701	7132021	09							5A185	200701	7132021		
1041	Ihyb_Corydalis_210729.txt	2021-07-30T05:14:15Z		Maxfield_6_210726_7292021_02	Maxfield	6	210726	7292021	02							210726	7292021		6
1042	Ihyb_Corydalis_210729.txt	2021-07-30T05:45:52Z		Maxfield_8_210726_7292021_03	Maxfield	8	210726	7292021	03							210726	7292021		8
1043	Ihyb_Corydalis_210729.txt	2021-07-30T06:17:28Z		Maxfield_5_210726_7292021_04	Maxfield	5	210726	7292021	04							210726	7292021		5
1044	Ihyb_Corydalis_210729.txt	2021-07-30T06:49:09Z		Maxfield_10_210726_7292021_05	Maxfield	10	210726	7292021	05							210726	7292021		10
1045	Ihyb_Corydalis_210729.txt	2021-07-30T07:20:52Z		Maxfield_11_210726_7292021_06	Maxfield	11	210726	7292021	06							210726	7292021		11
1046	Ihyb_Corydalis_210729.txt	2021-07-30T07:52:33Z		Maxfield_15_210726_7292021_07	Maxfield	15	210726	7292021	07							210726	7292021		15
1047	Ihyb_Corydalis_210729.txt	2021-07-30T08:24:05Z		Maxfield_16_210726_7292021_08	Maxfield	16	210726	7292021	08							210726	7292021		16
1048	Ihyb_Corydalis_210729.txt	2021-07-30T08:55:40Z		Maxfield_17_210726_7292021_09	Maxfield	17	210726	7292021	09							210726	7292021		17
1049	Ihyb_Corydalis_210729.txt	2021-07-30T09:27:12Z		Maxfield_4_210726_7292021_10	Maxfield	4	210726	7292021	10							210726	7292021		4
1050	Ihyb_Corydalis_210729.txt	2021-07-30T09:59:38Z		Maxfield_13_210726_7292021_11	Maxfield	13	210726	7292021	11							210726	7292021		13
1051	Ihyb_Corydalis_210729.txt	2021-07-30T10:30:05Z		Maxfield_3_210726_7292021_12	Maxfield	3	210726	7292021	12							210726	7292021		3
1052	Ihyb_Corydalis_210729.txt	2021-07-30T11:01:25Z		Maxfield_2_210726_7292021_13	Maxfield	2	210726	7292021	13							210726	7292021		2
1053	Ihyb_Corydalis_210729.txt	2021-07-30T11:32:42Z		Maxfield_1_210726_7292021_14	Maxfield	1	210726	7292021	14							210726	7292021		1
1054	Ihyb_Corydalis_210729.txt	2021-07-30T12:03:55Z		Maxfield_7_210726_7292021_15	Maxfield	7	210726	7292021	15							210726	7292021		7
1055	Ihyb_Corydalis_210729.txt	2021-07-30T12:35:09Z		Maxfield_9_210726_7292021_16	Maxfield	9	210726	7292021	16							210726	7292021		9
1107	Maxfield_210802.txt	2021-08-02T15:06:49Z		Maxfield_6_210723_822021_02	Maxfield	6	210723	822021	02							210723	822021		6
1108	Maxfield_210802.txt	2021-08-02T15:37:34Z		Maxfield_7_210723_822021_03	Maxfield	7	210723	822021	03							210723	822021		7
1109	Maxfield_210802.txt	2021-08-02T16:08:12Z		Maxfield_8_210723_822021_04	Maxfield	8	210723	822021	04							210723	822021		8
1110	Maxfield_210802.txt	2021-08-02T16:39:09Z		Maxfield_9_210723_822021_05	Maxfield	9	210723	822021	05							210723	822021		9
1111	Maxfield_210802.txt	2021-08-02T17:10:06Z		Maxfield_10_210723_822021_06	Maxfield	10	210723	822021	06							210723	822021		10
1112	Maxfield_210802.txt	2021-08-02T17:41:08Z		Maxfield_11_210723_822021_07	Maxfield	11	210723	822021	07							210723	822021		11
1113	Maxfield_210802.txt	2021-08-02T18:12:12Z		Maxfield_12_210723_822021_08	Maxfield	12	210723	822021	08							210723	822021		12
1114	Maxfield_210802.txt	2021-08-02T18:43:29Z		Maxfield_13_210723_822021_09	Maxfield	13	210723	822021	09							210723	822021		13
1115	Maxfield_210802.txt	2021-08-02T19:14:43Z		Maxfield_14_210723_822021_10	Maxfield	14	210723	822021	10							210723	822021		14
1116	Maxfield_210802.txt	2021-08-02T19:46:51Z		Maxfield_15_210723_822021_11	Maxfield	15	210723	822021	11							210723	822021		15
1117	Maxfield_210802.txt	2021-08-02T20:17:23Z		Maxfield_16_210723_822021_12	Maxfield	16	210723	822021	12							210723	822021		16
1118	Maxfield_210802.txt	2021-08-02T20:48:53Z		Maxfield_17_210723_822021_13	Maxfield	17	210723	822021	13							210723	822021		17
1119	Maxfield_210802.txt	2021-08-02T21:20:11Z		Maxfield_18_210723_822021_14	Maxfield	18	210723	822021	14							210723	822021		18
1120	Maxfield_210802.txt	2021-08-02T21:51:51Z		Maxfield_19_210723_822021_15	Maxfield	19	210723	822021	15							210723	822021		19
1121	Maxfield_210802.txt	2021-08-02T22:23:22Z		Maxfield_1_210723_822021_16	Maxfield	1	210723	822021	16							210723	822021		1
1122	Maxfield_210802.txt	2021-08-02T22:54:58Z		Maxfield_2_210723_822021_17	Maxfield	2	210723	822021	17							210723	822021		2
1123	Maxfield_210802.txt	2021-08-02T23:26:41Z		Maxfield_3_210723_822021_18	Maxfield	3	210723	822021	18							210723	822021		3
1124	Maxfield_210802.txt	2021-08-02T23:58:18Z		Maxfield_4_210723_822021_19	Maxfield	4	210723	822021	19							210723	822021		4
1125	Maxfield_210802.txt	2021-08-03T00:30:04Z		Maxfield_5_210723_822021_20	Maxfield	5	210723	822021	20							210723	822021		5
1127	Maxfield_SC_210802b.txt	2021-08-03T06:03:17Z		Maxfield_25_210723_822021_02	Maxfield	25	210723	822021	02							210723	822021		25
1128	Maxfield_SC_210802b.txt	2021-08-03T06:34:11Z	leak-blank	Maxfield_27_210723_822021_03	Maxfield	27	210723	822021	03										
1129	Maxfield_SC_210802b.txt	2021-08-03T07:05:05Z		Maxfield_28_210723_822021_04	Maxfield	28	210723	822021	04							210723	822021		28
1130	Maxfield_SC_210802b.txt	2021-08-03T07:35:31Z		Maxfield_20_210723_822021_05	Maxfield	20	210723	822021	05							210723	822021		20
1131	Maxfield_SC_210802b.txt	2021-08-03T08:06:25Z		Maxfield_22_210723_822021_06	Maxfield	22	210723	822021	06							210723	822021		22
1132	Maxfield_SC_210802b.txt	2021-08-03T08:37:10Z		Maxfield_23_210723_822021_07	Maxfield	23	210723	822021	07							210723	822021		23
1133	Maxfield_SC_210802b.txt	2021-08-03T09:07:59Z		Maxfield_26_210723_822021_08	Maxfield	26	210723	822021	08							210723	822021		26
1134	Maxfield_SC_210802b.txt	2021-08-03T09:38:42Z		Maxfield_24_210723_822021_09	Maxfield	24	210723	822021	09							210723	822021		24
1135	Maxfield_SC_210802b.txt	2021-08-03T10:09:32Z		Maxfield_21_210723_822021_10	Maxfield	21	210723	822021	10							210723	822021		21
1148	Maxfield_SC_210803.txt	2021-08-03T23:38:23Z		Maxfield_27_210723_redo_832021_03	Maxfield	27	210723	redo	832021	03						210723	832021	redo	27
1546	heather_maxfield190806_loose.txt			2D200_June22_07262018_3C156	2D200	June22	07262018	3C156											
1547	heather_maxfield190806.txt		leak-blank	6D258_July3_07282018	6D258	July3	07282018												
1548	heather_maxfield190806.txt		leak-blank	6D258_2_July3_07292018	6D258	2	July3	07292018											
1549	heather_maxfield190806.txt		leak-blank	5A175_v2_July30_08022018	5A175	v2	July30	08022018											
1550	heather_maxfield190806.txt		mismatch	6C271_July16_08042018	6C271	July16	08042018												
1552	maxfield210709.txt		skip-rename	4Bair_33_210709_792021_29	4Bair	33	210709	792021	29										
