index	batch	Desorb.Start.Time	verdict	sample	file1	file2	file3	file4	file5	file6	file7	file8	file9	type	plantid	sampledate	rundate	other	vial
423	heather_maxfield190813_new001.txt	2019-08-12T16:09:50Z		5B30_190805_8112019_22	5B30	190805	8112019	22						floral	5B30	190805	8112019		
424	heather_maxfield190813_new001.txt	2019-08-12T16:41:09Z		5B6_190805_8112019_23	5B6	190805	8112019	23						floral	5B6	190805	8112019		
428	heather_maxfield190813_new001.txt	2019-08-13T07:55:25Z		5D288_190805_8132019_02	5D288	190805	8132019	02						floral	5D288	190805	8132019		
429	heather_maxfield190813_new001.txt	2019-08-13T08:26:28Z		Air_190805_8132019_03	Air	190805	8132019	03						ambient	Air	190805	8132019		
430	heather_maxfield190813_new001.txt	2019-08-13T08:57:36Z		5D272_190805_8132019_04	5D272	190805	8132019	04						floral	5D272	190805	8132019		
431	heather_maxfield190813_new001.txt	2019-08-13T09:28:38Z		2D288_190805_8132019_05	2D288	190805	8132019	05						floral	2D288	190805	8132019		
432	heather_maxfield190813_new001.txt	2019-08-13T09:59:51Z		5D286_190805_8132019_06	5D286	190805	8132019	06						floral	5D286	190805	8132019		
433	heather_maxfield190813_new001.txt	2019-08-13T10:31:03Z		5D282_190805_8132019_07	5D282	190805	8132019	07						floral	5D282	190805	8132019		
455	maxfield210705.txt	2021-07-05T17:21:54Z		3B838_200729_752021_02	3B838	200729	752021	02						floral	3B838	200729	752021		
456	maxfield210705.txt	2021-07-05T17:53:34Z		3A641_200729_752021_03	3A641	200729	752021	03						floral	3A641	200729	752021		
457	maxfield210705.txt	2021-07-05T18:25:49Z		3B618_200729_752021_04	3B618	200729	752021	04						floral	3B618	200729	752021		
458	maxfield210705.txt	2021-07-05T18:58:47Z		3B828_200729_752021_05	3B828	200729	752021	05						floral	3B828	200729	752021		
459	maxfield210705.txt	2021-07-05T19:31:41Z		3D881_200729_752021_06	3D881	200729	752021	06						floral	3D881	200729	752021		
460	maxfield210705.txt	2021-07-05T20:04:21Z		3D895_200729_752021_07	3D895	200729	752021	07						floral	3D895	200729	752021		
461	maxfield210705.txt	2021-07-05T20:36:25Z		5A180_200729_752021_08	5A180	200729	752021	08						floral	5A180	200729	752021		
462	maxfield210705.txt	2021-07-05T21:08:31Z		6A145_200729_752021_09	6A145	200729	752021	09						floral	6A145	200729	752021	9	
464	maxfield210705b.txt	2021-07-05T22:39:27Z		1A231_200701_752021_02	1A231	200701	752021	02						floral	1A231	200701	752021		
465	maxfield210705b.txt	2021-07-05T23:12:05Z		1A244_200701_752021_03	1A244	200701	752021	03						floral	1A244	200701	752021		
466	maxfield210705b.txt	2021-07-05T23:44:56Z		1A250_200701_752021_04	1A250	200701	752021	04						floral	1A250	200701	752021		
467	maxfield210705b.txt	2021-07-06T00:17:35Z		1C64_200701_752021_05	1C64	200701	752021	05						floral	1C64	200701	752021		
468	maxfield210705b.txt	2021-07-06T00:50:18Z		1D24_200701_752021_06	1D24	200701	752021	06						floral	1D24	200701	752021		
469	maxfield210705b.txt	2021-07-06T01:23:00Z		3C174_200701_752021_07	3C174	200701	752021	07						floral	3C174	200701	752021		
470	maxfield210705b.txt	2021-07-06T01:55:28Z		3D886_200701_752021_08	3D886	200701	752021	08						floral	3D886	200701	752021		
471	maxfield210705b.txt	2021-07-06T02:27:47Z		4A114_200701_752021_09	4A114	200701	752021	09						floral	4A114	200701	752021		
472	maxfield210705b.txt	2021-07-06T02:59:40Z		4B576_200701_752021_10	4B576	200701	752021	10						floral	4B576	200701	752021		
498	maxfield210706b.txt	2021-07-07T02:31:30Z		4D47_200701_762021_02	4D47	200701	762021	02						floral	4D47	200701	762021		
499	maxfield210706b.txt	2021-07-07T03:03:28Z		6C93_200701_762021_03	6C93	200701	762021	03						floral	6C93	200701	762021		
500	maxfield210706b.txt	2021-07-07T03:36:21Z		1C60_200715_762021_04	1C60	200715	762021	04						floral	1C60	200715	762021		
501	maxfield210706b.txt	2021-07-07T04:08:56Z		1C46_200715_762021_05	1C46	200715	762021	05						floral	1C46	200715	762021		
502	maxfield210706b.txt	2021-07-07T04:41:12Z		1D37_200715_762021_06	1D37	200715	762021	06						floral	1D37	200715	762021		
503	maxfield210706b.txt	2021-07-07T05:13:21Z		1D33_200715_762021_07	1D33	200715	762021	07						floral	1D33	200715	762021		
505	maxfield210706b.txt	2021-07-07T06:16:56Z		1D9_200715_762021_09	1D9	200715	762021	09						floral	1D9	200715	762021		
506	maxfield210706b.txt	2021-07-07T06:48:19Z		1D17_200715_762021_10	1D17	200715	762021	10						floral	1D17	200715	762021		
507	maxfield210706b.txt	2021-07-07T07:20:41Z		1D12_200715_762021_11	1D12	200715	762021	11						floral	1D12	200715	762021		
508	maxfield210706b.txt	2021-07-07T07:51:07Z		1D24_200715_762021_12	1D24	200715	762021	12						floral	1D24	200715	762021		
509	maxfield210706b.txt	2021-07-07T08:22:08Z		4A68_200715_762021_13	4A68	200715	762021	13						floral	4A68	200715	762021		
510	maxfield210706b.txt	2021-07-07T08:52:56Z		4A109_200715_762021_14	4A109	200715	762021	14						floral	4A109	200715	762021		
511	maxfield210706b.txt	2021-07-07T09:23:49Z		4A110_200715_762021_15	4A110	200715	762021	15						floral	4A110	200715	762021		
512	maxfield210706b.txt	2021-07-07T09:54:38Z		4A121_200715_762021_16	4A121	200715	762021	16						floral	4A121	200715	762021		
513	maxfield210706b.txt	2021-07-07T10:25:24Z		4A115_200715_762021_17	4A115	200715	762021	17						floral	4A115	200715	762021		
514	maxfield210706b.txt	2021-07-07T10:55:57Z		4A91_200715_762021_18	4A91	200715	762021	18						floral	4A91	200715	762021		
515	maxfield210706b.txt	2021-07-07T11:26:32Z		6D46_200708_762021_19	6D46	200708	762021	19						floral	6D46	200708	762021		
516	maxfield210706b.txt	2021-07-07T11:57:07Z		6D68_200708_762021_20	6D68	200708	762021	20						floral	6D68	200708	762021		
517	maxfield210706b.txt	2021-07-07T12:28:27Z		6D71_200708_762021_21	6D71	200708	762021	21						floral	6D71	200708	762021		
518	maxfield210706b.txt	2021-07-07T12:58:53Z		3A638_200708_762021_22	3A638	200708	762021	22						floral	3A638	200708	762021		
519	maxfield210706b.txt	2021-07-07T13:29:24Z		3D892_200708_762021_23	3D892	200708	762021	23						floral	3D892	200708	762021		
520	maxfield210706b.txt	2021-07-07T13:59:50Z		3B851_200708_762021_24	3B851	200708	762021	24						floral	3B851	200708	762021		
521	maxfield210706b.txt	2021-07-07T14:30:27Z		3D875_200708_762021_25	3D875	200708	762021	25						floral	3D875	200708	762021		
533	maxfield210707.txt	2021-07-08T01:43:00Z		5A196_200708_772021_02	5A196	200708	772021	02						floral	5A196	200708	772021		
534	maxfield210707.txt	2021-07-08T02:15:59Z		5A185_200708_772021_03	5A185	200708	772021	03						floral	5A185	200708	772021		
535	maxfield210707.txt	2021-07-08T02:48:52Z		5D274_200708_772021_04	5D274	200708	772021	04						floral	5D274	200708	772021		
536	maxfield210707.txt	2021-07-08T03:21:32Z		6C99_200715_772021_05	6C99	200715	772021	05						floral	6C99	200715	772021		
537	maxfield210707.txt	2021-07-08T03:54:43Z		6C96_200715_772021_06	6C96	200715	772021	06						floral	6C96	200715	772021		
538	maxfield210707.txt	2021-07-08T04:27:22Z		6A169_200715_772021_07	6A169	200715	772021	07						floral	6A169	200715	772021		
539	maxfield210707.txt	2021-07-08T04:59:35Z		6B243_200715_772021_08	6B243	200715	772021	08						floral	6B243	200715	772021		
540	maxfield210707.txt	2021-07-08T05:31:30Z		6B21_200715_772021_09	6B21	200715	772021	09						floral	6B21	200715	772021		
541	maxfield210707.txt	2021-07-08T06:03:12Z		6B120_200715_772021_10	6B120	200715	772021	10						floral	6B120	200715	772021		
542	maxfield210707.txt	2021-07-08T06:35:35Z		6A136_200715_772021_11	6A136	200715	772021	11						floral	6A136	200715	772021		
543	maxfield210707.txt	2021-07-08T07:06:03Z		6A685_200715_772021_12	6A685	200715	772021	12						floral	6A685	200715	772021		
544	maxfield210707.txt	2021-07-08T07:37:10Z		6A165_200715_772021_13	6A165	200715	772021	13						floral	6A165	200715	772021		
545	maxfield210707.txt	2021-07-08T08:08:10Z		6Bair_200715_772021_14	6Bair	200715	772021	14						ambient	6Bair	200715	772021		
546	maxfield210707.txt	2021-07-08T08:39:19Z		2B81_200708_772021_15	2B81	200708	772021	15						floral	2B81	200708	772021		
547	maxfield210707.txt	2021-07-08T09:10:15Z		2A674_200608_772021_16	2A674	200608	772021	16						floral	2A674	200608	772021		
548	maxfield210707.txt	2021-07-08T09:41:07Z		2D214_200608_772021_17	2D214	200608	772021	17						floral	2D214	200608	772021		
549	maxfield210707.txt	2021-07-08T10:11:51Z		2B145_200608_772021_18	2B145	200608	772021	18						floral	2B145	200608	772021		
550	maxfield210707.txt	2021-07-08T10:42:36Z		2D204_200608_772021_19	2D204	200608	772021	19						floral	2D204	200608	772021		
551	maxfield210707.txt	2021-07-08T11:13:15Z		2D187_200608_772021_20	2D187	200608	772021	20						floral	2D187	200608	772021		
553	maxfield210707.txt	2021-07-08T12:16:00Z		2C270_200608_772021_22	2C270	200608	772021	22						floral	2C270	200608	772021		
554	maxfield210707.txt	2021-07-08T12:46:25Z		2C277_200608_772021_23	2C277	200608	772021	23						floral	2C277	200608	772021		
555	maxfield210707.txt	2021-07-08T13:16:59Z		2A94_200608_772021_24	2A94	200608	772021	24						floral	2A94	200608	772021		
556	maxfield210707.txt	2021-07-08T13:47:40Z		2Aair_200608_772021_25	2Aair	200608	772021	25						ambient	2Aair	200608	772021		
557	maxfield210707.txt	2021-07-08T14:18:12Z		5A180_200715_772021_26	5A180	200715	772021	26						floral	5A180	200715	772021		
558	maxfield210707.txt	2021-07-08T14:48:47Z		5B20_200715_772021_27	5B20	200715	772021	27						floral	5B20	200715	772021		
559	maxfield210707.txt	2021-07-08T15:19:39Z		5B288_200715_772021_28	5B288	200715	772021	28						floral	5B288	200715	772021		
560	maxfield210707.txt	2021-07-08T15:50:40Z		5B5_200715_772021_29	5B5	200715	772021	29						floral	5B5	200715	772021		
561	maxfield210707.txt	2021-07-08T16:21:55Z		5C225_200715_772021_30	5C225	200715	772021	30						floral	5C225	200715	772021		
562	maxfield210707.txt	2021-07-08T16:53:16Z		5C202_200715_772021_31	5C202	200715	772021	31						floral	5C202	200715	772021		
563	maxfield210707.txt	2021-07-08T17:25:41Z		5D269_200715_772021_32	5D269	200715	772021	32						floral	5D269	200715	772021		
564	maxfield210707.txt	2021-07-08T17:56:40Z		5D242_200715_772021_33	5D242	200715	772021	33						floral	5D242	200715	772021		
565	maxfield210707.txt	2021-07-08T18:29:05Z		5air_200715_772021_34	5air	200715	772021	34						ambient	5air	200715	772021		
566	maxfield210707.txt	2021-07-08T19:01:02Z		1A257_200701_772021_35	1A257	200701	772021	35						floral	1A257	200701	772021		
567	maxfield210707.txt	2021-07-08T19:34:14Z		2A589_200701_772021_36	2A589	200701	772021	36						floral	2A589	200701	772021		
569	maxfield210708.txt	2021-07-08T22:30:13Z		1C949_210708_782021_02	1C949	210708	782021	02						floral	1C949	210708	782021		
570	maxfield210708.txt	2021-07-08T23:03:35Z		1C901_210708_782021_03	1C901	210708	782021	03						floral	1C901	210708	782021		
571	maxfield210708.txt	2021-07-08T23:37:08Z		1C948_210708_782021_04	1C948	210708	782021	04						floral	1C948	210708	782021		
572	maxfield210708.txt	2021-07-09T00:11:01Z		1C57_210708_782021_05	1C57	210708	782021	05						floral	1C57	210708	782021		
573	maxfield210708.txt	2021-07-09T00:44:54Z		1B677_210708_782021_06	1B677	210708	782021	06						floral	1B677	210708	782021		
574	maxfield210708.txt	2021-07-09T01:19:11Z		1C951_210708_782021_07	1C951	210708	782021	07						floral	1C951	210708	782021		
575	maxfield210708.txt	2021-07-09T01:53:21Z		1B666_210708_782021_08	1B666	210708	782021	08						floral	1B666	210708	782021		
576	maxfield210708.txt	2021-07-09T02:26:42Z		2A903_210708_782021_09	2A903	210708	782021	09						floral	2A903	210708	782021		
577	maxfield210708.txt	2021-07-09T03:00:01Z		2B905_210708_782021_10	2B905	210708	782021	10						floral	2B905	210708	782021	10	
578	maxfield210708.txt	2021-07-09T03:33:21Z		3B623_210708_782021_11	3B623	210708	782021	11						floral	3B623	210708	782021		
579	maxfield210708.txt	2021-07-09T04:04:40Z		3B952_210708_782021_12	3B952	210708	782021	12						floral	3B952	210708	782021		
580	maxfield210708.txt	2021-07-09T04:37:13Z		3B624_210708_782021_13	3B624	210708	782021	13						floral	3B624	210708	782021		
581	maxfield210708.txt	2021-07-09T05:09:29Z		air_210708_782021_14	air	210708	782021	14						ambient	air	210708	782021		
582	maxfield210708.txt	2021-07-09T05:41:31Z		3D858_210708_782021_15	3D858	210708	782021	15						floral	3D858	210708	782021		
583	maxfield210708.txt	2021-07-09T06:13:22Z		3D255_210708_782021_16	3D255	210708	782021	16						floral	3D255	210708	782021		
584	maxfield210708.txt	2021-07-09T06:45:05Z		3D906_210708_782021_17	3D906	210708	782021	17						floral	3D906	210708	782021		
585	maxfield210708.txt	2021-07-09T07:16:26Z		2B93_210708_782021_18	2B93	210708	782021	18						floral	2B93	210708	782021		
586	maxfield210708.txt	2021-07-09T07:47:33Z		2B905_210708_782021_19	2B905	210708	782021	19						floral	2B905	210708	782021	19	
587	maxfield210708.txt	2021-07-09T08:18:49Z		3D887_210708_782021_20	3D887	210708	782021	20						floral	3D887	210708	782021		
589	maxfield210708.txt	2021-07-09T09:22:02Z		1C53_210708_782021_22	1C53	210708	782021	22						floral	1C53	210708	782021		
590	maxfield210708.txt	2021-07-09T09:52:28Z		1B950_210708_782021_23	1B950	210708	782021	23						floral	1B950	210708	782021		
591	maxfield210708.txt	2021-07-09T10:23:28Z		2A902_210708_782021_24	2A902	210708	782021	24						floral	2A902	210708	782021		
592	maxfield210708.txt	2021-07-09T10:54:15Z		blanklabel_210708_782021_25	blanklabel	210708	782021	25											
593	maxfield210708.txt	2021-07-09T11:25:09Z		1A255_200708_782021_26	1A255	200708	782021	26						floral	1A255	200708	782021		
594	maxfield210708.txt	2021-07-09T11:55:50Z		1A246_200708_782021_27	1A246	200708	782021	27						floral	1A246	200708	782021		
595	maxfield210708.txt	2021-07-09T12:26:30Z		1A235_200708_782021_28	1A235	200708	782021	28						floral	1A235	200708	782021		
596	maxfield210708.txt	2021-07-09T12:57:10Z		1A133_200708_782021_29	1A133	200708	782021	29						floral	1A133	200708	782021		
597	maxfield210708.txt	2021-07-09T13:27:50Z		1A230_200708_782021_30	1A230	200708	782021	30						floral	1A230	200708	782021		
598	maxfield210708.txt	2021-07-09T13:58:28Z		1A243_200708_782021_31	1A243	200708	782021	31						floral	1A243	200708	782021		
599	maxfield210708.txt	2021-07-09T14:29:55Z		1B649_200708_782021_32	1B649	200708	782021	32						floral	1B649	200708	782021		
600	maxfield210708.txt	2021-07-09T15:00:23Z		1C64_100708_782021_33	1C64	100708	782021	33						floral	1C64	200708	782021		
601	maxfield210708.txt	2021-07-09T15:31:04Z		1C63_200708_782021_34	1C63	200708	782021	34						floral	1C63	200708	782021		
605	maxfield210709.txt	2021-07-09T19:32:27Z		5Dair_15_210709_792021_02	5Dair	15	210709	792021	02					ambient	5Dair	210709	792021		
606	maxfield210709.txt	2021-07-09T20:04:47Z		5Bair_25_210709_792021_03	5Bair	25	210709	792021	03					ambient	5Bair	210709	792021		
607	maxfield210709.txt	2021-07-09T20:37:57Z		5B908_27_210709_792021_04	5B908	27	210709	792021	04					floral	5B908	210709	792021		
608	maxfield210709.txt	2021-07-09T21:11:39Z		5D910_17_210709_792021_05	5D910	17	210709	792021	05					floral	5D910	210709	792021		
609	maxfield210709.txt	2021-07-09T21:45:38Z		5B907_24_210709_792021_06	5B907	24	210709	792021	06					floral	5B907	210709	792021		
610	maxfield210709.txt	2021-07-09T22:19:40Z		6C913_03_210709_792021_07	6C913	03	210709	792021	07					floral	6C913	210709	792021		
611	maxfield210709.txt	2021-07-09T22:53:30Z		6A131_20_210709_792021_08	6A131	20	210709	792021	08					floral	6A131	210709	792021		
612	maxfield210709.txt	2021-07-09T23:27:41Z		4C190_26_210709_792021_09	4C190	26	210709	792021	09					floral	4C190	210709	792021		
613	maxfield210709.txt	2021-07-10T00:02:02Z		4C120_22_210709_792021_10	4C120	22	210709	792021	10					floral	4C120	210709	792021		
614	maxfield210709.txt	2021-07-10T00:37:33Z		4B173_35_210709_792021_11	4B173	35	210709	792021	11					floral	4B173	210709	792021		
615	maxfield210709.txt	2021-07-10T01:10:59Z		4B954_37_210709_792021_12	4B954	37	210709	792021	12					floral	4B954	210709	792021		
616	maxfield210709.txt	2021-07-10T01:45:55Z		6Cair_07_210709_792021_13	6Cair	07	210709	792021	13					ambient	6Cair	210709	792021		
617	maxfield210709.txt	2021-07-10T02:20:41Z		4C627_14_210709_792021_14	4C627	14	210709	792021	14					floral	4C627	210709	792021		
618	maxfield210709.txt	2021-07-10T02:54:20Z		4C106_10_210709_792021_15	4C106	10	210709	792021	15					floral	4C106	210709	792021		
619	maxfield210709.txt	2021-07-10T03:27:18Z		4C108_18_210709_792021_16	4C108	18	210709	792021	16					floral	4C108	210709	792021		
620	maxfield210709.txt	2021-07-10T03:59:40Z		6C95_01_210709_792021_17	6C95	01	210709	792021	17					floral	6C95	210709	792021		
621	maxfield210709.txt	2021-07-10T04:32:29Z		6C81_05_210709_792021_18	6C81	05	210709	792021	18					floral	6C81	210709	792021		
622	maxfield210709.txt	2021-07-10T05:04:48Z		4B168_12_210709_792021_19	4B168	12	210709	792021	19					floral	4B168	210709	792021		
623	maxfield210709.txt	2021-07-10T05:36:53Z		4B953_02_210709_792021_20	4B953	02	210709	792021	20					floral	4B953	210709	792021		
625	maxfield210709.txt	2021-07-10T06:41:10Z		trapblank_9_210709_792021_22	trapblank	9	210709	792021	22										
626	maxfield210709.txt	2021-07-10T07:11:57Z		4C957_21_210709_792021_23	4C957	21	210709	792021	23					floral	4C957	210709	792021		
627	maxfield210709.txt	2021-07-10T07:43:25Z		4B204_16_210709_792021_24	4B204	16	210709	792021	24					floral	4B204	210709	792021		
628			skip-notrun	4B203_13_210709_792021_25	4B203	13	210709	792021	25										
629	maxfield210709.txt	2021-07-10T08:14:50Z	skip-rename	4B956_34_210709_792021_26	4B956	34	210709	792021	26					floral	4B956	210709	792021		
630	maxfield210709.txt	2021-07-10T08:45:58Z	skip-rename	4B955_29_210709_792021_27	4B955	29	210709	792021	27					floral	4B955	210709	792021		
631	maxfield210709.txt	2021-07-10T09:17:11Z	skip-rename	4B190_30_210709_792021_28	4B190	30	210709	792021	28					floral	4B190	210709	792021		
632	maxfield210709.txt	2021-07-10T09:32:29Z	mismatch	4B190_30_210709_792021_28	4B190	30	210709	792021	28										
633	maxfield210709.txt	2021-07-10T10:19:12Z	skip-rename	4B171_32_210709_792021_30	4B171	32	210709	792021	30					floral	4B171	210709	792021		
634	maxfield210709.txt	2021-07-10T10:50:08Z	skip-rename	1D12_200722_792021_31	1D12	200722	792021	31						floral	1D12	200722	792021		
635	maxfield210709.txt	2021-07-10T11:21:59Z	skip-rename	1D9_200722_792021_32	1D9	200722	792021	32						floral	1D9	200722	792021		
636	maxfield210709.txt	2021-07-10T11:52:25Z	skip-rename	1D33_200722_792021_33	1D33	200722	792021	33						floral	1D33	200722	792021		
637	maxfield210709.txt	2021-07-10T12:22:54Z	skip-rename	1D31_200722_792021_34	1D31	200722	792021	34						floral	1D31	200722	792021		
638	maxfield210709.txt	2021-07-10T12:53:28Z	skip-rename	1C60_200722_792021_35	1C60	200722	792021	35						floral	1C60	200722	792021		
639	maxfield210709.txt	2021-07-10T13:24:07Z	skip-rename	1C63_200722_792021_36	1C63	200722	792021	36						floral	1C63	200722	792021		
641	maxfield210711.txt	2021-07-11T18:38:47Z		1A251_200722_7112021_02	1A251	200722	7112021	02						floral	1A251	200722	7112021		
642	maxfield210711.txt	2021-07-11T19:10:18Z	leak-blank	1B650A_200722_7112021_03	1B650A	200722	7112021	03											
643	maxfield210711.txt	2021-07-11T19:41:50Z		1B653_200722_7112021_04	1B653	200722	7112021	04						floral	1B653	200722	7112021		
644	maxfield210711.txt	2021-07-11T20:13:52Z		1B656_200722_7112021_05	1B656	200722	7112021	05						floral	1B656	200722	7112021		
645	maxfield210711.txt	2021-07-11T20:46:25Z		1B672_200722_7112021_06	1B672	200722	7112021	06						floral	1B672	200722	7112021		
646	maxfield210711.txt	2021-07-11T21:19:17Z		1B650B_200722_7112021_07	1B650B	200722	7112021	07						floral	1B650B	200722	7112021		
647	maxfield210711.txt	2021-07-11T21:51:33Z	leak-blank	3A636_200722_7112021_08	3A636	200722	7112021	08											
648	maxfield210711.txt	2021-07-11T22:23:49Z		3A273_200722_7112021_09	3A273	200722	7112021	09						floral	3A273	200722	7112021		
649	maxfield210711.txt	2021-07-11T22:55:47Z		3Aair_200722_7112021_10	3Aair	200722	7112021	10						ambient	3Aair	200722	7112021		
650	maxfield210711.txt	2021-07-11T23:29:15Z		2C270_200722_7112021_11	2C270	200722	7112021	11						floral	2C270	200722	7112021		
651	maxfield210711.txt	2021-07-12T00:01:13Z		2C277_200722_7112021_12	2C277	200722	7112021	12						floral	2C277	200722	7112021		
652	maxfield210711.txt	2021-07-12T00:34:08Z		2C274_200722_7112021_13	2C274	200722	7112021	13						floral	2C274	200722	7112021		
653	maxfield210711.txt	2021-07-12T01:07:12Z		2C289_200722_7112021_14	2C289	200722	7112021	14						floral	2C289	200722	7112021		
654	maxfield210711.txt	2021-07-12T01:40:08Z		2C262_200722_7112021_15	2C262	200722	7112021	15						floral	2C262	200722	7112021		
655	maxfield210711.txt	2021-07-12T02:12:37Z		2C297_200722_7112021_16	2C297	200722	7112021	16						floral	2C297	200722	7112021		
656	maxfield210711.txt	2021-07-12T02:44:44Z		2C293_200722_7112021_17	2C293	200722	7112021	17						floral	2C293	200722	7112021		
657	maxfield210711.txt	2021-07-12T03:17:29Z		2C292_200722_7112021_18	2C292	200722	7112021	18						floral	2C292	200722	7112021		
658	maxfield210711.txt	2021-07-12T03:49:53Z		2B185_200722_7112021_19	2B185	200722	7112021	19						floral	2B185	200722	7112021		
659	maxfield210711.txt	2021-07-12T04:21:52Z		2B188_200722_7112021_20	2B188	200722	7112021	20						floral	2B188	200722	7112021		
661	maxfield210711.txt	2021-07-12T05:25:41Z		2B189_200722_7112021_22	2B189	200722	7112021	22						floral	2B189	200722	7112021		
662	maxfield210711.txt	2021-07-12T05:56:07Z		2B186_200722_7112021_23	2B186	200722	7112021	23						floral	2B186	200722	7112021		
663	maxfield210711.txt	2021-07-12T06:27:12Z		2B183_200722_7112021_24	2B183	200722	7112021	24						floral	2B183	200722	7112021		
664	maxfield210711.txt	2021-07-12T06:58:10Z		4B203_13_210709_redo_7112021_25	4B203	13	210709	redo	7112021	25				floral	4B203	210709	7112021	redo	
665	maxfield210711.txt	2021-07-12T07:29:12Z		2B190_200722_7112021_26	2B190	200722	7112021	26						floral	2B190	200722	7112021		
666	maxfield210711.txt	2021-07-12T08:00:09Z		2B184_200722_7112021_27	2B184	200722	7112021	27						floral	2B184	200722	7112021		
667	maxfield210711.txt	2021-07-12T08:30:49Z		airST_200722_7112021_28	airST	200722	7112021	28						ambient	airST	200722	7112021		
668	maxfield210711.txt	2021-07-12T09:01:27Z		2B81_200722_7112021_29	2B81	200722	7112021	29						floral	2B81	200722	7112021		
669	maxfield210711.txt	2021-07-12T09:32:11Z		2B83_200722_7112021_30	2B83	200722	7112021	30						floral	2B83	200722	7112021		
670	maxfield210711.txt	2021-07-12T10:02:38Z		2B89_200722_7112021_31	2B89	200722	7112021	31						floral	2B89	200722	7112021		
671	maxfield210711.txt	2021-07-12T10:34:09Z		2B138_200722_7112021_32	2B138	200722	7112021	32						floral	2B138	200722	7112021		
672	maxfield210711.txt	2021-07-12T11:04:34Z		2D219_200722_7112021_33	2D219	200722	7112021	33						floral	2D219	200722	7112021		
673	maxfield210711.txt	2021-07-12T11:35:03Z		2D220_200722_7112021_34	2D220	200722	7112021	34						floral	2D220	200722	7112021		
674	maxfield210711.txt	2021-07-12T12:05:29Z		2D194_200722_7112021_35	2D194	200722	7112021	35						floral	2D194	200722	7112021		
675	maxfield210711.txt	2021-07-12T12:35:53Z		2D207_200722_7112021_36	2D207	200722	7112021	36						floral	2D207	200722	7112021		
677	maxfield210712.txt	2021-07-12T18:48:49Z		4A124_200729_7122021_02	4A124	200729	7122021	02						floral	4A124	200729	7122021		
678	maxfield210712.txt	2021-07-12T19:20:23Z		1B650A_200722_redo_7122021_03	1B650A	200722	redo	7122021	03					floral	1B650A	200722	7122021	redo	
679	maxfield210712.txt	2021-07-12T19:52:27Z		4A101_200729_7122021_04	4A101	200729	7122021	04						floral	4A101	200729	7122021		
680	maxfield210712.txt	2021-07-12T20:24:53Z		4A80_200729_7122021_05	4A80	200729	7122021	05						floral	4A80	200729	7122021		
681	maxfield210712.txt	2021-07-12T20:57:16Z		4A85_200729_7122021_06	4A85	200729	7122021	06						floral	4A85	200729	7122021		
682	maxfield210712.txt	2021-07-12T21:29:25Z		4A99_200729_7122021_07	4A99	200729	7122021	07						floral	4A99	200729	7122021		
683	maxfield210712.txt	2021-07-12T22:01:52Z		3A636_200722_redo_7122021_08	3A636	200722	redo	7122021	08					floral	3A636	200722	7122021	redo	
684	maxfield210712.txt	2021-07-12T22:34:41Z		4B594_200729_7122021_09	4B594	200729	7122021	09						floral	4B594	200729	7122021		
685	maxfield210712.txt	2021-07-12T23:07:47Z		4C213_200729_7122021_10	4C213	200729	7122021	10						floral	4C213	200729	7122021		
686	maxfield210712.txt	2021-07-12T23:42:15Z		4C187_200729_7122021_11	4C187	200729	7122021	11						floral	4C187	200729	7122021		
687	maxfield210712.txt	2021-07-13T00:15:06Z		4C120_200729_7122021_12	4C120	200729	7122021	12						floral	4C120	200729	7122021		
688	maxfield210712.txt	2021-07-13T00:48:36Z		4C195_200729_7122021_13	4C195	200729	7122021	13						floral	4C195	200729	7122021		
689	maxfield210712.txt	2021-07-13T01:22:36Z		airST_200729_7122021_14	airST	200729	7122021	14						ambient	airST	200729	7122021		
690	maxfield210712.txt	2021-07-13T01:55:48Z		4D37_200729_7122021_15	4D37	200729	7122021	15						floral	4D37	200729	7122021		
691	maxfield210712.txt	2021-07-13T02:28:15Z		5D247_200729_7122021_16	5D247	200729	7122021	16						floral	5D247	200729	7122021		
692	maxfield210712.txt	2021-07-13T03:00:19Z		6D46_200729_7122021_17	6D46	200729	7122021	17						floral	6D46	200729	7122021		
693	maxfield210712.txt	2021-07-13T03:33:08Z		6C96_200729_7122021_18	6C96	200729	7122021	18						floral	6C96	200729	7122021		
694	maxfield210712.txt	2021-07-13T04:05:31Z		6C111_200729_7122021_19	6C111	200729	7122021	19						floral	6C111	200729	7122021		
695	maxfield210712.txt	2021-07-13T04:37:33Z		6C116_200729_7122021_20	6C116	200729	7122021	20						floral	6C116	200729	7122021		
697	maxfield210712.txt	2021-07-13T05:41:45Z		6C121_200729_7122021_22	6C121	200729	7122021	22						floral	6C121	200729	7122021		
698	maxfield210712.txt	2021-07-13T06:12:13Z		6A145_200729_7122021_23	6A145	200729	7122021	23						floral	6A145	200729	7122021	23	
699	maxfield210712.txt	2021-07-13T06:43:30Z		6A136_200729_7122021_24	6A136	200729	7122021	24						floral	6A136	200729	7122021		
700	maxfield210712.txt	2021-07-13T07:14:50Z		6D59_200729_7122021_25	6D59	200729	7122021	25						floral	6D59	200729	7122021		
701	maxfield210712.txt	2021-07-13T07:46:02Z		6D64_200729_7122021_26	6D64	200729	7122021	26						floral	6D64	200729	7122021		
702	maxfield210712.txt	2021-07-13T08:17:14Z		6D48_200729_7122021_27	6D48	200729	7122021	27						floral	6D48	200729	7122021		
