year	plotid	plant	plantid	WUE_1819	discard	separate	modify	plantid_new	transition_fixed	status_18_fixed	status_19_fixed	status_20_fixed	modified	flowered	survived	plot	subplot
2019	5C	218	5C218	119.972		seeds20	pheno19	5C229	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	0	5	C
2019	5C	202	5C202	131.892				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	5	C
2019	5C	211	5C211	150.962				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	5	C
2019	6B	9	6B9	86.999				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	6	B
2019	6B	31	6B31	116.531				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	0	0	6	B
2019	6B	22	6B22	61.001				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	6	B
2019	6B	21	6B21	120.196				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	6	B
2019	1A	249	1A249	17.483				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	1	A
2019	1A	243	1A243	52.387				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	1	A
2019	1A	222	1A222	163.86				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	0	1	A
2019	1A	225	1A225	164.734		pheno18		NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	1	A
2019	1A	230	1A230	48.225				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	1	A
2019	2D	220	2D220	31.642				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	2	D
2019	2D	194	2D194	56.35				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	2	D
2019	2D	219	2D219	54.14				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	2	D
2019	2D	210	2D210	59.878				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	2	D
2019	2D	184	2D184	84.017				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	2	D
2019	3C	174	3C174	19.06				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	3	C
2019	3C	129	3C129	52.72				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	0	3	C
2019	3C	126	3C126	34.238				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	3	C
2019	3C	123	3C123	5.446				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	0	3	C
2019	3C	208	3C208	131.445				NA	NA	NA	NA	NA	FALSE	NA	NA	3	C
2019	4A	115	4A115	41.995		pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	4	A
2019	4A	116	4A116	5.192				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	4	A
2019	4A	113	4A113	103.536				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	0	4	A
2019	4A	71	4A71	58.13				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	0	4	A
2019	4A	62	4A62	134.796				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	0	4	A
2019	5A	191	5A191	42.399				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	5	A
2019	5A	196	5A196	94.769				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	FALSE	1	1	5	A
2019	5A	185	5A185	55.775		pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	5	A
2019	5A	195	5A195	53.729				NA	vegetative > flowering > vegetative	vegetative	flowering	vegetative	FALSE	0	1	5	A
2019	5A	198	5A198	75.323				NA	vegetative > vegetative > tagnf	vegetative	vegetative	tagnf	FALSE	NA	NA	5	A
2019	6D	45	6D45	25.556				NA	flowering > vegetative > flowering	flowering	vegetative	flowering	FALSE	1	1	6	D
2019	6D	64	6D64	30.166				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	6	D
2019	6D	57	6D57	35.211				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	6	D
2019	6D	56	6D56	49.015				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	6	D
