date_collected	plot	subplot	plant	wet_weight_g	dry_weight_g	trichomes	trichomes_AP	leaf_area_cm2	notes	trichome_density	sla	water_content	location	plotid	plantid	year	round	sla_wet	discard	separate	modify	plantid_new	transition_fixed	status_18_fixed	status_19_fixed	status_20_fixed	modified	flowered	survived	water	water4	sun_time	sun_date	warm_time	warm_date	snow	sun_date_normal_mean	melt_offset	water_begin	water_end	last_day	precip_prewater_mm	precip_postwater_mm	precip_est_mm
2018-08-15T00:00:00Z	3	C	139	0.04725	0.01253	331	NA	1.548	NA	213.82428940568474	123.54349561053472	0.7348148148148148	NA	3C	3C139	2018	2	32.76190476190476				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Addition	Addition	2018-04-29T18:00:00Z	119	2018-04-28T22:00:00Z	118	Normal	119	0	157	222	212	7.3525465864861	128.45676240123066	135.80930898771678
2018-08-15T00:00:00Z	3	C	170	0.04215	0.01254	118	NA	1.219	NA	96.80065627563576	97.20893141945774	0.7024911032028469	NA	3C	3C170	2018	2	28.92052194543298				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	1	Addition	Addition	2018-04-29T18:00:00Z	119	2018-04-28T22:00:00Z	118	Normal	119	0	157	222	212	7.3525465864861	128.45676240123066	135.80930898771678
2018-08-15T00:00:00Z	3	C	158	0.044	0.01304	221	NA	1.376	NA	160.61046511627907	105.52147239263803	0.7036363636363636	NA	3C	3C158	2018	2	31.272727272727273				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Addition	Addition	2018-04-29T18:00:00Z	119	2018-04-28T22:00:00Z	118	Normal	119	0	157	222	212	7.3525465864861	128.45676240123066	135.80930898771678
2018-08-15T00:00:00Z	3	D	866	0.01472	0.00547	118	NA	0.587	NA	201.02214650766612	107.3126142595978	0.6283967391304348	NA	3D	3D866	2018	2	39.877717391304344				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Control	Control	2018-04-29T18:00:00Z	119	2018-04-28T22:00:00Z	118	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677
2018-08-15T00:00:00Z	3	D	894	0.01358	0.00611	51	NA	0.572	NA	89.16083916083917	93.61702127659574	0.5500736377025037	NA	3D	3D894	2018	2	42.12076583210604				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Control	Control	2018-04-29T18:00:00Z	119	2018-04-28T22:00:00Z	118	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677
2018-08-15T00:00:00Z	3	D	875	0.01713	0.0059	71	NA	0.556	NA	127.69784172661869	94.23728813559323	0.6555750145942791	NA	3D	3D875	2018	2	32.45767659077642				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Control	Control	2018-04-29T18:00:00Z	119	2018-04-28T22:00:00Z	118	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677
2018-08-15T00:00:00Z	3	D	869	0.02629	0.00898	145	NA	0.825	NA	175.75757575757578	91.87082405345211	0.6584252567516166	NA	3D	3D869	2018	2	31.38075313807531		pheno18		NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Control	Control	2018-04-29T18:00:00Z	119	2018-04-28T22:00:00Z	118	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677
2018-08-17T00:00:00Z	4	A	109	0.06108	0.0166	127	NA	1.417	NA	89.62597035991531	85.36144578313254	0.72822527832351025	NA	4A	4A109	2018	2	23.199083169613623				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Addition	Addition	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	128.45676240123066	136.3747214915789
2018-08-17T00:00:00Z	4	A	104	0.0355	0.0094	108	NA	0.905	NA	119.33701657458563	96.27659574468085	0.7352112676056338	NA	4A	4A104	2018	2	25.492957746478876		census20		NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Addition	Addition	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	128.45676240123066	136.3747214915789
2018-08-17T00:00:00Z	4	A	89	0.04001	0.01159	194	NA	1.117	NA	173.67949865711728	96.37618636755825	0.7103224193951512	NA	4A	4A89	2018	2	27.918020494876284				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Addition	Addition	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	128.45676240123066	136.3747214915789
