plot	subplot	plant	seeds	fruits	fruits_split	aborts	fruits_fly_no_seeds	fruits_fly_with_seeds	seeds_fly	fruits_caterpillar	fruits_early_uncountable	flowers_buds_collected_early	flowers_buds_collected_last	notes	plotid	plantid	year	flowers_buds	discard	separate	modify	plantid_new	transition_fixed	status_18_fixed	status_19_fixed	status_20_fixed	modified	water	water4	sun_time	sun_date	warm_time	warm_date	snow	melt_date	snow_new	melt_time	sun_date_normal_mean	melt_offset	water_begin	water_end	last_day	precip_prewater_mm	precip_postwater_mm	precip_est_mm
1	D	5	129	15	7	4	3	0	0	6	0	0	3	NA	1D	1D5	2019	0		census20 pheno20 floral20 seeds20		NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157	normal	2019-06-06T18:00:00Z	157.75	-0.75	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
1	D	19	380	34	3	24	6	0	0	0	0	0	12	NA	1D	1D19	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157	normal	2019-06-06T18:00:00Z	157.75	-0.75	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
1	D	34	135	21	10	14	2	0	0	1	0	0	2	NA	1D	1D34	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157	normal	2019-06-06T18:00:00Z	157.75	-0.75	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	A	679	143	15	4	11	13	0	0	0	0	0	14	NA	2A	2A679	2019	0				NA	no_record > flowering > dead_nf	no_record	flowering	dead_nf	FALSE	Control	Control	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	A	686	7	1	7	2	1	0	0	0	0	0	0	NA	2A	2A686	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Control	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	B	84	194	29	11	24	9	0	0	2	0	0	0	NA	2B	2B84	2019	0				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	FALSE	Control	Mock rainout	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	B	99	193	40	8	12	14	0	0	6	1	0	0	NA	2B	2B99	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Mock rainout	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	B	130	129	17	0	1	7	0	0	1	0	0	19	NA	2B	2B130	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Mock rainout	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	B	177	125	15	9	5	1	0	0	3	0	0	0	NA	2B	2B177	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Mock rainout	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	B	200	86	11	20	9	7	0	0	1	0	0	0	NA	2B	2B200	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Mock rainout	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	B	201	102	13	16	7	16	0	0	0	0	0	2	NA	2B	2B201	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Mock rainout	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	B	202	98	12	12	30	3	0	0	0	0	0	3	NA	2B	2B202	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Mock rainout	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	C	268	72	9	11	6	5	0	0	0	0	0	0	NA	2C	2C268	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	C	277	36	3	1	0	5	0	0	4	0	0	3	NA	2C	2C277	2019	0				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	C	282	16	3	0	8	0	0	0	0	0	0	8	NA	2C	2C282	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	C	300	0	0	0	0	0	0	0	0	0	0	15	NA	2C	2C300	2019	0				NA	vegetative > flowering > vegetative	vegetative	flowering	vegetative	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	C	202	116	15	15	4	5	0	0	1	0	0	0	NA	2C	2C202	2019	0				NA	vegetative > flowering > vegetative	vegetative	flowering	vegetative	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	C	286	95	15	9	14	6	0	0	2	0	0	0	NA	2C	2C286	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	C	288	43	7	1	29	2	0	0	2	0	0	4	NA	2C	2C288	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	C	298	172	22	5	36	4	0	0	4	0	0	5	NA	2C	2C298	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	C	109	22	2	6	0	2	0	0	2	0	0	0	NA	2C	2C109	2019	0				NA	NA	NA	NA	NA	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
4	A	123	0	0	1	0	1	0	0	0	0	0	0	NA	4A	4A123	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-05-27T22:00:00Z	147	2019-05-26T18:00:00Z	146	Early	147	early	2019-05-27T18:00:00Z	157.75	-10.75	175	227	219	21.750493375436122	103.20513324528179	124.95562662071791
6	D	60_19	14	2	2	0	0	0	0	0	0	0	0	NA	6D	6D60_19	2019	0		seeds19		NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	TRUE	Addition	Addition	2019-06-05T19:00:00Z	156	2019-06-05T17:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.75	-1.75	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
5	D	256	23	2	11	0	3	0	0	0	0	0	0	NA	5D	5D256	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Control	2019-06-04T15:00:00Z	155	2019-06-03T17:00:00Z	154	Early	155	early	2019-06-04T18:00:00Z	157.75	-2.75	175	227	219	18.73496002150471	26.20513324528178	44.94009326678649
5	A	202	5	2	0	0	0	0	0	0	0	0	0	NA	5A	5A202	2019	0				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	FALSE	Addition	Addition	2019-06-04T15:00:00Z	155	2019-06-03T17:00:00Z	154	Early	155	early	2019-06-04T18:00:00Z	157.75	-2.75	175	227	219	18.73496002150471	103.20513324528179	121.94009326678649
5	B	27	0	0	3	3	9	0	0	0	0	0	0	NA	5B	5B27	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Mock rainout	2019-06-04T15:00:00Z	155	2019-06-03T17:00:00Z	154	Early	155	early	2019-06-04T18:00:00Z	157.75	-2.75	175	227	219	18.73496002150471	26.20513324528178	44.94009326678649
2	A	138	143	20	8	11	4	0	0	0	0	0	4	NA	2A	2A138	2019	0				NA	NA	NA	NA	NA	FALSE	Control	Control	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	B	92	188	29	22	29	16	0	0	0	1	0	3	NA	2B	2B92	2019	0				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	FALSE	Control	Mock rainout	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	A	166	16	3	1	17	6	0	0	1	0	0	15	NA	2A	2A166	2019	0				NA	no_record > vegetative > dead_nf	no_record	vegetative	dead_nf	FALSE	Control	Control	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
2	D	256	86	19	6	9	0	0	0	0	0	0	5	NA	2D	2D256	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	213	168	21	1	2	8	0	0	1	0	0	1	NA	2D	2D213	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	C	85	0	0	0	0	4	0	0	0	0	0	0	NA	2C	2C85	2019	0				NA	NA	NA	NA	NA	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	C	285	14	2	1	13	1	0	0	0	0	5	8	NA	2C	2C285	2019	13				NA	vegetative > flowering > vegetative	vegetative	flowering	vegetative	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
3	C	150	46	10	28	27	3	0	0	2	0	0	2	NA	3C	3C150	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
3	A	272	50	5	3	5	1	0	0	1	0	0	15	NA	3A	3A272	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
3	A	276	11	2	0	3	1	0	0	1	0	0	7	NA	3A	3A276	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
3	C	184	113	14	9	14	8	0	0	3	2	0	0	NA	3C	3C184	2019	0			floral20 seeds20	3C174	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
3	D	896	155	21	0	17	0	0	0	2	13	0	10	assuming 13(E) means 13 early uncountable fruits	3D	3D896	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Control	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
5	B	301	13	4	8	1	2	0	0	1	0	0	0	NA	5B	5B301	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Mock rainout	2019-06-04T15:00:00Z	155	2019-06-03T17:00:00Z	154	Early	155	early	2019-06-04T18:00:00Z	157.75	-2.75	175	227	219	18.73496002150471	26.20513324528178	44.94009326678649
5	D	264	25	10	0	4	1	0	0	4	0	0	9	NA	5D	5D264	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Control	2019-06-04T15:00:00Z	155	2019-06-03T17:00:00Z	154	Early	155	early	2019-06-04T18:00:00Z	157.75	-2.75	175	227	219	18.73496002150471	26.20513324528178	44.94009326678649
2	C	300	0	0	0	0	0	0	0	0	0	0	0	empty column	2C	2C300	2019	0				NA	vegetative > flowering > vegetative	vegetative	flowering	vegetative	FALSE	Reduction	Reduction	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
2	D	205	53	8	6	0	13	0	0	1	0	0	5	NA	2D	2D205	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	209	231	32	16	12	17	0	0	3	0	0	9	NA	2D	2D209	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	211	110	11	17	1	22	0	0	0	0	0	0	NA	2D	2D211	2019	0				NA	vegetative > flowering > vegetative	vegetative	flowering	vegetative	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	212	124	14	13	11	6	0	0	0	0	0	0	"212 and 217 say ""same plant multiple inflorescences"""	2D	2D212	2019	0				NA	flowering > flowering > dead_nf	flowering	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	217	63	4	4	24	4	0	0	0	0	0	3	"213 and 217 say ""same plant multiple inflorescences"""	2D	2D217	2019	0		pheno18		NA	vegetative > flowering > vegetative	vegetative	flowering	vegetative	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	221	60	14	1	20	8	0	0	0	1	0	12	NA	2D	2D221	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	222	43	7	21	4	4	0	0	0	0	0	0	NA	2D	2D222	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	225	183	23	21	4	18	0	0	1	0	0	6	NA	2D	2D225	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	256	172	22	3	0	26	0	0	0	0	0	0	NA	2D	2D256	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	257	142	29	13	27	5	0	0	5	0	0	22	NA	2D	2D257	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
2	D	258	178	24	10	5	11	0	0	1	0	0	0	NA	2D	2D258	2019	0		pheno19		NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	160	normal	2019-06-09T18:00:00Z	157.75	2.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
3	A	276	0	0	10	0	0	0	0	6	0	0	0	NA	3A	3A276	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
3	A	120	63	8	13	22	7	0	0	2	0	0	6	NA	3A	3A120	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
3	A	274	0	0	8	21	0	0	0	0	1	0	0	NA	3A	3A274	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
3	A	642	80	12	8	13	13	0	0	0	0	0	10	NA	3A	3A642	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
3	A	659	326	33	11	11	7	0	0	1	0	0	9	NA	3A	3A659	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Reduction	Reduction	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408
3	B	605	60	7	9	9	21	0	0	0	0	0	20	NA	3B	3B605	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Mock rainout	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
3	B	686	112	15	5	12	4	0	0	0	0	0	0	NA	3B	3B686	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Control	Mock rainout	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
3	B	823	44	6	16	10	16	0	0	0	0	0	1	NA	3B	3B823	2019	0				NA	vegetative > flowering > vegetative	vegetative	flowering	vegetative	FALSE	Control	Mock rainout	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853
3	C	131	30	3	3	0	3	0	0	2	0	0	0	NA	3C	3C131	2019	0				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	FALSE	Addition	Addition	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
3	C	140	41	8	35	8	4	0	0	1	0	0	1	counted (8) by itself as 8 splits for now - check original	3C	3C140	2019	0				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	Addition	Addition	2019-06-07T14:00:00Z	158	2019-06-06T19:00:00Z	157	Normal	158	normal	2019-06-07T18:00:00Z	157.75	0.25	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531
