plot	subplot	plant	seeds_total	seeds_early	seeds_fly	fruits	fruits_early	fruits_fly_with_seeds	fruits_fly_no_seeds	fruits_caterpillar	fruits_split	fruits_early_uncountable	aborted_nofruit	fruits_aborted	flowers_buds_aborted	flowers_buds_not_aborted	notes	plotid	plantid	water	water4	year	sun_time	sun_date	warm_time	warm_date	snow	melt_date	snow_new	melt_time	melt_date_normal_mean	melt_offset
6	C	106	58	3	6	12	2	2	6	0	1	1	8	0	0	0	NA	6C	6C106	Control	Mock rainout	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	C	109	30	0	0	4	0	0	2	0	0	1	13	2	1	0	NA	6C	6C109	Control	Mock rainout	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	C	109	30	0	0	4	0	0	2	0	0	1	13	2	1	0	NA	6C	6C109	Control	Mock rainout	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	C	109	30	0	0	4	0	0	2	0	0	1	13	2	1	0	NA	6C	6C109	Control	Mock rainout	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	C	118	23	0	0	6	0	0	0	0	2	0	9	1	3	0	NA	6C	6C118	Control	Mock rainout	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	C	118	23	0	0	6	0	0	0	0	2	0	9	1	3	0	NA	6C	6C118	Control	Mock rainout	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	C	118	23	0	0	6	0	0	0	0	2	0	9	1	3	0	NA	6C	6C118	Control	Mock rainout	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	C	222	7	0	0	1	0	0	0	0	2	0	0	0	0	0	2 envelopes, 7/28 HMB	6C	6C222	Control	Mock rainout	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	C	222	7	0	0	1	0	0	0	0	2	0	0	0	0	0	2 envelopes, 7/28 HMB	6C	6C222	Control	Mock rainout	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	C	222	7	0	0	1	0	0	0	0	2	0	0	0	0	0	2 envelopes, 7/28 HMB	6C	6C222	Control	Mock rainout	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	C	271	12	0	0	2	0	0	0	0	1	0	18	0	3	0	NA	6C	6C271	Control	Mock rainout	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	C	271	12	0	0	2	0	0	0	0	1	0	18	0	3	0	NA	6C	6C271	Control	Mock rainout	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	C	271	12	0	0	2	0	0	0	0	1	0	18	0	3	0	NA	6C	6C271	Control	Mock rainout	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
na	"NA"	234	0	0	0	0	0	0	0	0	0	2	2	0	0	9	"envelope has no plot or subplot. From 7/25, has the note- ""stem broken"" on envelope"	naNA	naNA234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	D	29	1	0	0	1	0	0	0	0	0	2	9	1	0	0	2 envelopes, no date on either.	6D	6D29	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	29	1	0	0	1	0	0	0	0	0	2	9	1	0	0	2 envelopes, no date on either.	6D	6D29	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	29	1	0	0	1	0	0	0	0	0	2	9	1	0	0	2 envelopes, no date on either.	6D	6D29	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	38	6	3	0	2	1	0	0	3	0	4	17	11	0	0	NA	6D	6D38	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	38	6	3	0	2	1	0	0	3	0	4	17	11	0	0	NA	6D	6D38	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	38	6	3	0	2	1	0	0	3	0	4	17	11	0	0	NA	6D	6D38	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	42	0	0	0	0	0	0	0	0	6	0	16	1	5	0	NA	6D	6D42	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	42	0	0	0	0	0	0	0	0	6	0	16	1	5	0	NA	6D	6D42	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	42	0	0	0	0	0	0	0	0	6	0	16	1	5	0	NA	6D	6D42	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	43	0	0	0	0	0	0	0	0	1	0	15	0	4	1	4 dates	6D	6D43	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	43	0	0	0	0	0	0	0	0	1	0	15	0	4	1	4 dates	6D	6D43	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	43	0	0	0	0	0	0	0	0	1	0	15	0	4	1	4 dates	6D	6D43	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	44	23	0	0	3	0	0	5	0	22	0	20	0	0	0	NA	6D	6D44	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	44	23	0	0	3	0	0	5	0	22	0	20	0	0	0	NA	6D	6D44	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	44	23	0	0	3	0	0	5	0	22	0	20	0	0	0	NA	6D	6D44	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	45	21	0	0	4	0	0	1	0	3	0	38	4	3	0	NA	6D	6D45	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	45	21	0	0	4	0	0	1	0	3	0	38	4	3	0	NA	6D	6D45	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	45	21	0	0	4	0	0	1	0	3	0	38	4	3	0	NA	6D	6D45	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	47	77	0	0	11	0	0	2	0	14	0	8	2	0	0	NA	6D	6D47	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	47	77	0	0	11	0	0	2	0	14	0	8	2	0	0	NA	6D	6D47	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	47	77	0	0	11	0	0	2	0	14	0	8	2	0	0	NA	6D	6D47	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	51	0	0	0	0	0	0	0	0	7	0	10	0	0	0	4 envelopes, 4 dates	6D	6D51	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	51	0	0	0	0	0	0	0	0	7	0	10	0	0	0	4 envelopes, 4 dates	6D	6D51	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	51	0	0	0	0	0	0	0	0	7	0	10	0	0	0	4 envelopes, 4 dates	6D	6D51	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	54	147	0	6	19	0	2	11	0	7	0	27	4	0	0	NA	6D	6D54	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	54	147	0	6	19	0	2	11	0	7	0	27	4	0	0	NA	6D	6D54	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	54	147	0	6	19	0	2	11	0	7	0	27	4	0	0	NA	6D	6D54	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	55	23	0	0	4	0	0	4	0	5	0	0	0	0	0	NA	6D	6D55	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	55	23	0	0	4	0	0	4	0	5	0	0	0	0	0	NA	6D	6D55	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	55	23	0	0	4	0	0	4	0	5	0	0	0	0	0	NA	6D	6D55	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	66	22	3	0	3	1	0	1	0	5	0	9	0	0	0	NA	6D	6D66	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	66	22	3	0	3	1	0	1	0	5	0	9	0	0	0	NA	6D	6D66	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	66	22	3	0	3	1	0	1	0	5	0	9	0	0	0	NA	6D	6D66	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	245	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1 envelope,7/31 RGD	6D	6D245	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	245	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1 envelope,7/31 RGD	6D	6D245	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	245	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1 envelope,7/31 RGD	6D	6D245	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
6	D	258	0	0	0	0	0	0	0	0	5	0	10	1	0	0	1 envelope,7/31 RGD	6D	6D258	Addition	Addition	2018	2018-04-30T15:00:00Z	120	2018-04-30T19:00:00Z	120	Normal	120	normal	2018-04-30T18:00:00Z	120	0
6	D	258	0	0	0	0	0	0	0	0	5	0	10	1	0	0	1 envelope,7/31 RGD	6D	6D258	Addition	Addition	2019	2019-06-05T20:00:00Z	156	2019-06-05T20:00:00Z	156	Normal	156	normal	2019-06-05T18:00:00Z	157.2	-1.1999999999999886
6	D	258	0	0	0	0	0	0	0	0	5	0	10	1	0	0	1 envelope,7/31 RGD	6D	6D258	Addition	Addition	2020	2020-05-06T18:00:00Z	127	2020-05-06T17:00:00Z	127	Normal	127	normal	2020-05-06T18:00:00Z	126	1
