plantid	notes	observer	date	plot	subplot	plant	inflor	height_cm	open_1	buds_1	eggs_1	open_2	buds_2	eggs_2	open_3	buds_3	eggs_3	open_4	buds_4	eggs_4	open_5	buds_5	eggs_5	open_6	buds_6	eggs_6	open_7	buds_7	eggs_7	damage	plotid	julian	year	discard	separate	modify	plantid_new	transition_fixed	status_18_fixed	status_19_fixed	status_20_fixed	status_21_fixed	modified	flowered	survived
5C224	duplicate for this day	XL	2020-07-10T00:00:00Z	5	C	224	6	34	5	0	0	3	0	0	4	0	0	5	1	0	2	0	0	1	0	0	NA	NA	NA	NA	5C	192	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5C221	NA	XL	2020-07-10T00:00:00Z	5	C	221	3	27	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5C	192	2020				NA	flowering > vegetative > flowering	flowering	vegetative	flowering	dead_nf	FALSE	0	0
5C217	NA	XL	2020-07-10T00:00:00Z	5	C	217	2	35	1	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5C	192	2020				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	dead_nf	FALSE	0	0
5C207	NA	XL	2020-07-10T00:00:00Z	5	C	207	3	21	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1 chewed	5C	192	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
5C202	NA	XL	2020-07-10T00:00:00Z	5	C	202	1	33	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chewed	5C	192	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A124	NA	XL	2020-07-17T00:00:00Z	4	A	124	3	24	4	0	0	4	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	199	2020				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	dead_nf	FALSE	0	0
4A101	NA	XL	2020-07-17T00:00:00Z	4	A	101	4	20	2	0	0	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A99	NA	XL	2020-07-17T00:00:00Z	4	A	99	1	30	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A91	NA	XL	2020-07-17T00:00:00Z	4	A	91	1	30	11	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A85	NA	XL	2020-07-17T00:00:00Z	4	A	85	4	37	3	1	0	4	1	0	6	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A80	NA	XL	2020-07-17T00:00:00Z	4	A	80	4	37	4	3	0	3	0	0	0	2	0	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A121	NA	XL	2020-07-17T00:00:00Z	4	A	121	1	29	5	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A68	NA	XL	2020-07-17T00:00:00Z	4	A	68	1	35	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	199	2020		floral19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A63_20	NA	XL	2020-07-17T00:00:00Z	4	A	63_20	2	18	2	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	199	2020		pheno20		NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	dead_nf	TRUE	0	0
4A109	NA	XL	2020-07-17T00:00:00Z	4	A	109	1	25	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bent	4A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A110	NA	XL	2020-07-17T00:00:00Z	4	A	110	6	33	2	0	0	3	0	2	2	0	2	1	2	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	4A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A115	check with other measurements whether it is 4 infloresences or 1	XL	2020-07-17T00:00:00Z	4	A	115	4	29	3	0	0	2	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	199	2020		pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A107	NA	XL	2020-07-17T00:00:00Z	4	A	107	1	27	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	snapped	4A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A114	NA	XL	2020-07-17T00:00:00Z	4	A	114	1	48	4	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	snapped	4A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4B596	NA	XL	2020-07-17T00:00:00Z	4	B	596	1	34	19	10	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4B594	NA	XL	2020-07-17T00:00:00Z	4	B	594	1	30	3	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chewed	4B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4B211	NA	XL	2020-07-17T00:00:00Z	4	B	211	1	26	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bent	4B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4C213	NA	XL	2020-07-17T00:00:00Z	4	C	213	1	36	9	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	vegetative	FALSE	0	1
4C187	NA	XL	2020-07-17T00:00:00Z	4	C	187	1	29	4	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4C192	NA	XL	2020-07-17T00:00:00Z	4	C	192	3	30	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4C195	NA	XL	2020-07-17T00:00:00Z	4	C	195	2	60	6	1	2	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4C120	check if 6 or 1 infloresences	XL	2020-07-17T00:00:00Z	4	C	120	6	16	2	0	0	0	1	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	flowering	FALSE	1	1
4D49	NA	XL	2020-07-17T00:00:00Z	4	D	49	1	33	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4D52	NA	XL	2020-07-17T00:00:00Z	4	D	52	1	40	5	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chewed	4D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4D47	NA	XL	2020-07-17T00:00:00Z	4	D	47	2	37	3	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4D37	NA	XL	2020-07-17T00:00:00Z	4	D	37	3	38	3	0	1	1	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3A125	NA	XL	2020-07-17T00:00:00Z	3	A	125	1	36	8	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3A278	NA	XL	2020-07-17T00:00:00Z	3	A	278	1	44	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3A273	NA	XL	2020-07-17T00:00:00Z	3	A	273	1	29	5	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3A641	NA	XL	2020-07-17T00:00:00Z	3	A	641	2	19	1	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3A636	NA	XL	2020-07-17T00:00:00Z	3	A	636	1	33	5	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3A638	NA	XL	2020-07-17T00:00:00Z	3	A	638	1	66	8	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3A	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3B831	NA	XL	2020-07-17T00:00:00Z	3	B	831	1	39	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3B838	NA	XL	2020-07-17T00:00:00Z	3	B	838	1	34	6	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3B822	NA	XL	2020-07-17T00:00:00Z	3	B	822	1	18	3	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	vegetative	FALSE	0	1
3B828	NA	XL	2020-07-17T00:00:00Z	3	B	828	3	23	2	3	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3B603	NA	XL	2020-07-17T00:00:00Z	3	B	603	1	43	4	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chewed	3B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3B618	NA	XL	2020-07-17T00:00:00Z	3	B	618	1	29	6	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3B	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C133	NA	XL	2020-07-17T00:00:00Z	3	C	133	1	47	5	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bent	3C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	vegetative	FALSE	0	1
3C139	NA	XL	2020-07-17T00:00:00Z	3	C	139	1	44	6	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C137	NA	XL	2020-07-17T00:00:00Z	3	C	137	2	31	1	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C153	NA	XL	2020-07-17T00:00:00Z	3	C	153	5	25	4	0	1	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C177	NA	XL	2020-07-17T00:00:00Z	3	C	177	3	27	2	0	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C166	NA	XL	2020-07-17T00:00:00Z	3	C	166	2	35	2	1	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C173	NA	XL	2020-07-17T00:00:00Z	3	C	173	2	35	5	0	3	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	199	2020		pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3C174	plant said ""174/184"". Got rid of the slash to make R happy. XL says that the flowering plant is between tags 174 and 184.	XL	2020-07-17T00:00:00Z	3	C	174	1	51	6	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3C	199	2020			pheno20 floral20 seeds20	3C174	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	TRUE	0	0
3D892	NA	XL	2020-07-17T00:00:00Z	3	D	892	1	36	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D893	NA	XL	2020-07-17T00:00:00Z	3	D	893	1	22	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D886	NA	XL	2020-07-17T00:00:00Z	3	D	886	2	37	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D881	NA	XL	2020-07-17T00:00:00Z	3	D	881	1	30	0	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D895	NA	XL	2020-07-17T00:00:00Z	3	D	895	1	26	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	flowering	FALSE	1	1
3D876	NA	XL	2020-07-17T00:00:00Z	3	D	876	1	27	4	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
3D875	NA	XL	2020-07-17T00:00:00Z	3	D	875	2	38	3	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
2D193	NA	XL	2020-07-17T00:00:00Z	2	D	193	3	41	2	2	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
2D220	NA	XL	2020-07-17T00:00:00Z	2	D	220	1	32	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
2D219	NA	XL	2020-07-17T00:00:00Z	2	D	219	1	39	5	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
2D194	NA	XL	2020-07-17T00:00:00Z	2	D	194	3	41	6	1	2	2	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
2D207	NA	XL	2020-07-17T00:00:00Z	2	D	207	2	27	1	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
2D210	NA	XL	2020-07-17T00:00:00Z	2	D	210	1	27	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
2D204	NA	XL	2020-07-17T00:00:00Z	2	D	204	1	63	7	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
2D187	NA	XL	2020-07-17T00:00:00Z	2	D	187	3	54	6	2	3	2	1	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D	199	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1A230	NA	ST	2020-07-23T00:00:00Z	1	A	230	1	31	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1A235	NA	ST	2020-07-23T00:00:00Z	1	A	235	1	29	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1A	205	2020		floral18		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1A231	NA	ST	2020-07-23T00:00:00Z	1	A	231	1	50	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	flowering	FALSE	1	1
1A255	NA	ST	2020-07-23T00:00:00Z	1	A	255	1	34	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	vegetative	FALSE	0	1
1A250	NA	ST	2020-07-23T00:00:00Z	1	A	250	3	23	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1B658	NA	ST	2020-07-23T00:00:00Z	1	B	658	1	22	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1B656	NA	ST	2020-07-23T00:00:00Z	1	B	656	2	27	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1B672	NA	ST	2020-07-23T00:00:00Z	1	B	672	1	34	3	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1C60	NA	ST	2020-07-23T00:00:00Z	1	C	60	7	34	3	1	0	2	1	0	1	0	0	1	0	0	5	0	0	0	0	0	NA	NA	NA	NA	1C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1C46	NA	ST	2020-07-23T00:00:00Z	1	C	46	6	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	1C	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1D33	NA	ST	2020-07-23T00:00:00Z	1	D	33	1	37	6	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1D9	NA	ST	2020-07-23T00:00:00Z	1	D	9	1	29	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
1D12	NA	ST	2020-07-23T00:00:00Z	1	D	12	1	41	8	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1D	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	flowering	FALSE	1	1
4A124	NA	ST	2020-07-23T00:00:00Z	4	A	124	3	24	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	4A	205	2020				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	dead_nf	FALSE	0	0
4A85	NA	ST	2020-07-23T00:00:00Z	4	A	85	4	39	3	1	0	2	1	0	1	0	0	6	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A80	NA	ST	2020-07-23T00:00:00Z	4	A	80	4	37	4	3	0	2	1	0	1	1	1	8	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A121	NA	ST	2020-07-23T00:00:00Z	4	A	121	1	28	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A63_20	NA	ST	2020-07-23T00:00:00Z	4	A	63_20	2	19	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	205	2020		pheno20		NA	flowering > dead_nf > dead_nf	flowering	dead_nf	dead_nf	dead_nf	TRUE	0	0
4A109	NA	ST	2020-07-23T00:00:00Z	4	A	109	1	24	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A110	NA	ST	2020-07-23T00:00:00Z	4	A	110	6	32	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	4A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A101	NA	ST	2020-07-23T00:00:00Z	4	A	101	3	21	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A99	NA	ST	2020-07-23T00:00:00Z	4	A	99	1	31	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4A91	NA	ST	2020-07-23T00:00:00Z	4	A	91	1	33	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4B596	NA	ST	2020-07-23T00:00:00Z	4	B	596	1	36	18	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
4B594	NA	ST	2020-07-23T00:00:00Z	4	B	594	1	28	2	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4B	205	2020				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	dead_nf	FALSE	0	0
