year	plotid	plant	plantid_uncorrected	photosynthesis	conductance	WUE	notes	plantid	plot	subplot	discard	separate	modify	plantid_new	transition_fixed	status_18_fixed	status_19_fixed	status_20_fixed	modified	flowered	survived	water	water4	sun_time	sun_date	warm_time	warm_date	snow	sun_date_normal_mean	melt_offset	water_begin	water_end	last_day	precip_prewater_mm	precip_postwater_mm	precip_est_mm	date	n_leaves	VWC
2018	4B	161	4B161	16.998757675	0.1639104192	103.822	NA	4B161	4	B				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Control	Mock rainout	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	4B	168	4B168	2.312476817	0.02518931214	91.457	NA	4B168	4	B		census20		NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Control	Mock rainout	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	4B	180	4B180	2.766281507	0.028135634415	98.648	NA	4B180	4	B				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Control	Mock rainout	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	4B	190	4B190	11.06676291	0.05148460627	214.995	NA	4B190	4	B				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Mock rainout	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	4C	28	4C28	5.472316071	0.039090483985	139.904	NA	4C28	4	C		census20 leaf20 licor20		NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Control	Control	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	4C	34	4C34	15.13290504	0.36714475355	41.636	NA	4C34	4	C				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Control	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	4C	36	4C36	13.714602525	0.06220866498	221.68	NA	4C36	4	C				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Control	Control	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	4C	107	4C107	29.296252055	0.3060424089	98.383	NA	4C107	4	C				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Control	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	4C	115	4C115	10.370119415	0.04808245485	216.181	NA	4C115	4	C				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Control	Control	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	4C	630	4C630	5.369388866	0.02550526848	209.504	NA	4C630	4	C				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Control	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	4D	47	4D47	18.040854415	0.14579183085	125.94	NA	4D47	4	D				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Reduction	Reduction	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	16.103381200615335	24.021340290963575	NA	NA	NA
2018	4D	48	4D48	27.04449356	0.33360616155	81.549	NA	4D48	4	D				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Reduction	Reduction	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	16.103381200615335	24.021340290963575	NA	NA	NA
2018	4D	51	4D51	15.986302445	0.09073084239	140.357	NA	4D51	4	D				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	1	Reduction	Reduction	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	16.103381200615335	24.021340290963575	NA	NA	NA
2018	4D	56	4D56	9.929425424	0.05413437441	183.534	NA	4D56	4	D				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	1	Reduction	Reduction	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	16.103381200615335	24.021340290963575	NA	NA	NA
2018	4D	66	4D66	10.96364501	0.055055585915	199.041	NA	4D66	4	D				NA	vegetative > no_record > dead_nf	vegetative	no_record	dead_nf	FALSE	NA	NA	Reduction	Reduction	NA	114	NA	114	Early	119	-5	157	222	212	7.917959090348241	16.103381200615335	24.021340290963575	NA	NA	NA
2018	5A	174	5A174	15.46013548	0.101018280955	153.282	NA	5A174	5	A				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Addition	Addition	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	128.45676240123066	136.3747214915789	NA	NA	NA
2018	5A	186	5A186	4.9606231985	0.052022925625	95.339	NA	5A186	5	A				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Addition	Addition	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	128.45676240123066	136.3747214915789	NA	NA	NA
2018	5A	188	5A188	8.347366095	0.2259994539	37.705	NA	5A188	5	A				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Addition	Addition	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	128.45676240123066	136.3747214915789	NA	NA	NA
2018	5A	191	5A191	19.790180625	0.4538735664	43.923	NA	5A191	5	A				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Addition	Addition	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	128.45676240123066	136.3747214915789	NA	NA	NA
2018	5A	193	5A193	15.74733168	0.36858190975	43.844	NA	5A193	5	A				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Addition	Addition	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	128.45676240123066	136.3747214915789	NA	NA	NA
2018	5A	200	5A200	29.253545125	0.5376332679	54.836	NA	5A200	5	A				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Addition	Addition	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	128.45676240123066	136.3747214915789	NA	NA	NA
2018	5B	6	5B6	11.778999125	0.11016447265	107.711	NA	5B6	5	B		pheno18		NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Control	Mock rainout	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5B	10	5B10	29.047502425	0.48373488335	60.253	NA	5B10	5	B				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Mock rainout	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5B	11	5B11	10.773739	0.04778945721	225.442	NA	5B11	5	B				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	1	Control	Mock rainout	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5B	20	5B20	20.067598285	0.1351529857	118.4	NA	5B20	5	B		pheno18 pheno19		NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Control	Mock rainout	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5B	24	5B24	24.371102175	0.3475319911	72.997	NA	5B24	5	B				NA	vegetative > tagnf > no_record	vegetative	tagnf	no_record	FALSE	NA	NA	Control	Mock rainout	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5B	299	5B299	19.43724431	0.12230319535	158.999	NA	5B299	5	B				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Control	Mock rainout	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5C	209	5C209	6.623549832	0.063122803515	106.718	NA	5C209	5	C				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Reduction	Reduction	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	16.103381200615335	24.021340290963575	NA	NA	NA
2018	5C	214	5C214	14.33531075	0.099308353655	144.54	NA	5C214	5	C				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Reduction	Reduction	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	16.103381200615335	24.021340290963575	NA	NA	NA
2018	5C	217	5C217	10.2738073215	0.15564751945	67.262	NA	5C217	5	C				NA	vegetative > flowering > flowering	vegetative	flowering	flowering	FALSE	1	1	Reduction	Reduction	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	16.103381200615335	24.021340290963575	NA	NA	NA
2018	5C	218	5C218	19.08802833	0.16133254495	121.524	NA	5C218	5	C		seeds20	pheno19	5C229	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	1	Reduction	Reduction	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	16.103381200615335	24.021340290963575	NA	NA	NA
2018	5C	223	5C233	10.2022556215	0.066903647895	153.593	DRC updated plant number	5C223	5	C				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Reduction	Reduction	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	16.103381200615335	24.021340290963575	NA	NA	NA
2018	5D	234	5D235	27.600112615	NA	216.026	DRC updated plant number. JP: missing conductance but inferred conductance is < 1.	5D234	5	D		pheno18 seeds18		NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Control	Control	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5D	241	5D241	31.71393593	1.234723706	26.161	JP: conductance > 1	5D241	5	D				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Control	Control	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5D	253	5D253	30.795327175	0.4543022698	68.223	NA	5D253	5	D				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Control	Control	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5D	265	5D265	19.597748075	0.3462358948	56.612	NA	5D265	5	D				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Control	Control	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5D	278	5D278	7.8205860785	0.066653145465	150.534	NA	5D278	5	D				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Control	Control	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	5D	281	5D281	11.03906683	0.059135657905	188.801	NA	5D281	5	D				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Control	2018-04-24T19:00:00Z	114	2018-04-24T19:00:00Z	114	Early	119	-5	157	222	212	7.917959090348241	32.20676240123067	40.12472149157891	NA	NA	NA
2018	6A	134	6A134	4.388770189	0.019658388155	220.912	NA	6A134	6	A				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Control	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677	NA	NA	NA
2018	6A	136	6A136	18.40779199	0.1674481345	110.293	NA	6A136	6	A				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Control	Control	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677	NA	NA	NA
2018	6A	149	6A149	12.87273023	0.058288652115	220.841	NA	6A149	6	A				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	1	Control	Control	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677	NA	NA	NA
2018	6A	153	6A153	19.3345867	0.24505891355	78.902	NA	6A153	6	A				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	1	Control	Control	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677	NA	NA	NA
2018	6A	164	6A164	7.810738128	0.05521088863	142.239	NA	6A164	6	A				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Control	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677	NA	NA	NA
2018	6B	2	6B2	18.943392625	0.13986069495	137.455	NA	6B2	6	B				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Reduction	Reduction	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	16.103381200615335	23.455927787101434	NA	NA	NA
2018	6B	3	6B3	10.235375416	0.1357653165	75.386	NA	6B3	6	B				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Reduction	Reduction	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	16.103381200615335	23.455927787101434	NA	NA	NA
2018	6B	5	6B5	5.104647862	0.0236024684	216.269	NA	6B5	6	B				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Reduction	Reduction	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	16.103381200615335	23.455927787101434	NA	NA	NA
2018	6B	22	6B22	10.64572744	0.11441392145	93.613	NA	6B22	6	B				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Reduction	Reduction	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	16.103381200615335	23.455927787101434	NA	NA	NA
2018	6B	23	6B23	1.533387517	0.012429473295	128.972	NA	6B23	6	B				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Reduction	Reduction	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	16.103381200615335	23.455927787101434	NA	NA	NA
2018	6B	29	6B29	25.3899031	0.1507552855	169.545	NA	6B29	6	B		seeds18		NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Reduction	Reduction	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	16.103381200615335	23.455927787101434	NA	NA	NA
2018	6C	85	6C85	20.40316187	0.229917209	88.745	NA	6C85	6	C				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	1	Control	Mock rainout	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677	NA	NA	NA
2018	6C	100	6C100	21.706795525	0.20567975585	105.539	NA	6C100	6	C				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Mock rainout	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677	NA	NA	NA
2018	6C	105	6C105	15.10053835	0.069582362325	216.722	NA	6C105	6	C				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Control	Mock rainout	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677	NA	NA	NA
2018	6C	108	6C108	20.0303427	0.1793344501	111.665	NA	6C108	6	C				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Control	Mock rainout	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677	NA	NA	NA
2018	6C	112	6C112	10.666365945	0.087006345875	123.228	NA	6C112	6	C				NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Control	Mock rainout	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	32.20676240123067	39.55930898771677	NA	NA	NA
2018	6D	39	6D39	11.18062205	0.09073084239	123.065	NA	6D39	6	D				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Addition	Addition	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	128.45676240123066	135.80930898771678	NA	NA	NA
2018	6D	50	6D50	16.980102795	0.19050328665	90.805	NA	6D50	6	D				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Addition	Addition	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	128.45676240123066	135.80930898771678	NA	NA	NA
2018	6D	56	6D56	35.1771938	0.82217841765	43.2	NA	6D56	6	D				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	0	1	Addition	Addition	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	128.45676240123066	135.80930898771678	NA	NA	NA
2018	6D	60	6D60	17.301606325	0.42163758145	41.041	NA	6D60	6	D		seeds19		NA	vegetative > dead_nf > dead_nf	vegetative	dead_nf	dead_nf	FALSE	0	0	Addition	Addition	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	128.45676240123066	135.80930898771678	NA	NA	NA
2018	6D	70	6D70	19.269140385	0.4289277469	45.02	NA	6D70	6	D				NA	vegetative > flowering > dead_nf	vegetative	flowering	dead_nf	FALSE	1	1	Addition	Addition	2018-04-29T19:00:00Z	119	2018-04-29T19:00:00Z	119	Normal	119	0	157	222	212	7.3525465864861	128.45676240123066	135.80930898771678	NA	NA	NA
2019	1A	222	1A222	44.5513	0.27205	163.86	NA	1A222	1	A				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	0	Addition	Addition	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531	NA	NA	NA
2019	1A	225	1A225	35.7307	0.21724	164.734	NA	1A225	1	A		pheno18		NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Addition	Addition	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531	NA	NA	NA
2019	1A	230	1A230	8.3685	0.17352	48.225	NA	1A230	1	A				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	Addition	Addition	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531	NA	NA	NA
2019	1A	243	1A243	16.8678	0.32198	52.387	NA	1A243	1	A				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	Addition	Addition	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531	NA	NA	NA
2019	1A	249	1A249	4.9446	0.28493	17.483	NA	1A249	1	A				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Addition	Addition	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	103.20513324528179	121.62597520908531	NA	NA	NA
2019	1B	647	1B647	14.9433	0.28382	54.421	NA	1B647	1	B				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Control	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	1B	650	1B650	36.0322	0.74728000000000006	48.226	NA	1B650	1	B				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	Control	Control	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	1B	658	1B658	48.3808	0.65578	73.769	NA	1B658	1	B				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	Control	Control	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	1B	660	1B660	18.9398	0.60936	31.081	NA	1B660	1	B				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Control	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	1B	662	1B662	30.4781	0.38883	78.356	NA	1B662	1	B		pheno18		NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Control	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	1C	54	1C54	14.7287	0.2364	62.312	NA	1C54	1	C				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	Control	Mock rainout	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	1C	55	1C55	27.0056	0.26286	103.027	NA	1C55	1	C				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Mock rainout	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	1C	57	1C57	59.2348	0.7668	77.22	NA	1C57	1	C				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Control	Mock rainout	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	1C	60	1C60	16.8459	0.42242	39.951	NA	1C60	1	C				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	Control	Mock rainout	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	1C	75	1C75	81.2902	NA	72.114	NA	1C75	1	C				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	0	Control	Mock rainout	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	1D	9	1D9	11.9578	0.26125	45.785	NA	1D9	1	D				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	Reduction	Reduction	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408	NA	NA	NA
2019	1D	16	1D16	13.9285	0.27227	51.174	NA	1D16	1	D				NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Reduction	Reduction	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408	NA	NA	NA
2019	1D	20	1D20	10.7936	0.26545	40.668	NA	1D20	1	D				NA	vegetative > vegetative > flowering	vegetative	vegetative	flowering	FALSE	1	1	Reduction	Reduction	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408	NA	NA	NA
2019	1D	25	1D25	40.154	0.63479	63.255	NA	1D25	1	D				NA	vegetative > vegetative > dead_nf	vegetative	vegetative	dead_nf	FALSE	0	0	Reduction	Reduction	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408	NA	NA	NA
2019	1D	41	1D41	19.5075	0.24206	80.589	NA	1D41	1	D		pheno20		NA	vegetative > vegetative > vegetative	vegetative	vegetative	vegetative	FALSE	0	1	Reduction	Reduction	2019-06-06T17:00:00Z	157	2019-06-06T15:00:00Z	157	Normal	157.75	-0.75	175	227	219	18.420841963803518	13.10256662264089	31.523408586444408	NA	NA	NA
2019	2A	95	2A95	15.2131	0.62564	24.443	NA	2A95	2	A				NA	no_record > vegetative > vegetative	no_record	vegetative	vegetative	FALSE	0	1	Control	Control	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
2019	2A	164	2A164	17.2109	0.34446	49.965	NA	2A164	2	A				NA	no_record > vegetative > dead_nf	no_record	vegetative	dead_nf	FALSE	0	0	Control	Control	2019-06-09T15:00:00Z	160	2019-06-08T20:00:00Z	159	Normal	157.75	2.25	175	227	219	18.420841963803518	26.20513324528178	44.6259752090853	NA	NA	NA
